step,weightUpdates,episode,action,state/fractionLossRate,state/fractionNackRate,state/fractionPliRate,state/fractionQueueingRtt,state/fractionRtt,state/gradientRtt,state/interarrivalJitter,state/lossRate,state/rttMean,state/rttStd,state/rxRate,state/txRate,reward/rew,reward/rate,reward/rtt,reward/plr,reward/jit,reward/smt,reward/pli,reward/nack
16,7,2,0.1831485,0.0,0.0,0.0,0.00091552734,0.037231445,-0.0017242432,0.028977778,0.0,0.039271355,0.0017621401,8.260392,8.003237,0.8705443471594609,0.13318041934551927,0.2,0.2,0.1448960578139418,0.04246787,0.075,0.075
17,7,2,0.9750277,0.0,0.0,0.0024600246,0.0031433105,0.03945923,0.0022277832,0.02508889,0.0,0.039282408,0.0017100985,6.309355,6.2333517,0.0,0.10878437060548657,0.19740142822265627,0.2,0.1508652646061646,0.04349654333333334,0.0,0.075
18,7,2,0.057976604,0.0,0.008517887,0.0,0.0,0.0357666,-0.003692627,0.03231111,0.0,0.039087083,0.0018467627,11.449233,11.524232,0.8779248936388332,0.1675822689910809,0.2,0.2,0.14025238266024515,0.03286707333333333,0.075,0.06222316865417376
19,7,2,-0.62649256,0.0,0.033462033,0.0,0.0029144287,0.03868103,0.0029144287,0.040577777,0.0,0.03906571,0.0017997923,7.051076,7.0465503,0.7805393352287636,0.11841280273767577,0.19692611694335938,0.2,0.130053989074112,0.03533947666666667,0.075,0.024806949806949804
20,8,2,0.24214971,0.0,0.0,0.0,0.0012359619,0.037002563,-0.0016784668,0.024888888,0.0,0.038962554,0.0018109326,3.377308,3.366044,0.8043570991471737,0.06541100639443535,0.2,0.2,0.15119198608607168,0.03775410666666667,0.075,0.075
21,8,2,0.22829103,0.0,0.007792208,0.005194805,0.0007324219,0.036499023,-0.00050354004,0.027555555,0.0,0.038845245,0.0018435154,8.140762,8.02616,0.0,0.131767201513353,0.2,0.2,0.14700104822839521,0.034121820000000004,0.0,0.0633116883116883
22,8,2,0.8775412,0.0,0.013071896,0.0,0.005264282,0.041030884,0.0045318604,0.030933334,0.0,0.03894459,0.0018577775,11.62174,11.783354,0.8740692697861396,0.16928477947326895,0.19386901855468752,0.2,0.14212657489543812,0.03839674,0.075,0.0553921568627451
23,8,2,-0.7612474,0.0,0.0,0.0,0.0025482178,0.03831482,-0.0027160645,0.029944444,0.0,0.03891721,0.0018214756,2.136106,2.138323,0.7556694798661614,0.043778180304334516,0.2,0.2,0.14351007956182704,0.01838122,0.075,0.075
24,8,2,0.5546441,0.0,0.0,0.0022857143,0.007949829,0.04371643,0.0054016113,0.026355555,0.0,0.039117176,0.0020246566,9.502899,9.652528,0.0,0.1472966179933652,0.19170303344726564,0.2,0.148844463751331,0.02544402333333334,0.0,0.075
25,8,2,0.2951964,0.0,0.0,0.0,0.0018310547,0.037597656,-0.0061187744,0.02178889,0.0,0.039056398,0.0020059731,8.982996,8.963603,0.8980800471280609,0.14151070706113378,0.2,0.2,0.15656934006692713,0.05,0.075,0.075
26,8,2,-0.9797628,0.0,0.0,0.0,0.0037231445,0.039489746,0.0018920898,0.024944445,0.0,0.039073065,0.001968783,0.072593,0.072393,0.7206839485292464,0.0016562594780582035,0.19762802124023438,0.2,0.15110101114428734,0.020298656666666665,0.075,0.075
27,8,2,-0.510968,0.0,0.0,0.0,0.0047454834,0.040512085,0.0010223389,0.021088889,0.0,0.039126363,0.0019510003,2.7772229,2.867197,0.8022064101460129,0.05524384298756411,0.19809951782226565,0.2,0.1578784826695165,0.040984566666666666,0.075,0.075
28,8,2,0.80824006,0.0,0.0,0.0,0.0024871826,0.038253784,-0.0022583008,0.02411111,0.0,0.039095197,0.0019226754,10.915529,11.023169,0.8875775639653458,0.16222132978189382,0.2,0.2,0.15248392085011878,0.022872313333333335,0.075,0.075
29,8,2,-0.21243119,0.0,0.0,0.0,0.0051727295,0.04093933,0.0026855469,0.024433333,0.0,0.039158788,0.0019189672,6.555734,6.539775,0.8458458694100522,0.11203435413185608,0.19639968872070312,0.2,0.15194447655749307,0.03546735,0.075,0.075
30,9,2,-0.04124099,0.0,0.0,0.0,0.006378174,0.042144775,0.0012054443,0.02321111,0.0,0.03925832,0.001961373,5.4115553,5.391359,0.8478876595110596,0.09647351444571131,0.1973899841308594,0.2,0.1540241609344889,0.05,0.075,0.075
31,9,2,-0.5886206,0.0,0.0,0.0,0.00340271,0.03916931,-0.0029754639,0.03342222,0.0,0.03925545,0.0019295429,2.500045,2.466119,0.7794449483956506,0.05036726323964522,0.2,0.2,0.1387827184893387,0.04029496666666667,0.075,0.075
32,9,2,0.23981619,0.0,0.0,0.0,0.009353638,0.04512024,0.0059509277,0.0271,0.0,0.039438725,0.0021559373,6.214023,6.16501,0.8343732184937398,0.10751253868406654,0.19154739379882812,0.2,0.14769321267751193,0.03762007333333334,0.075,0.075
33,9,2,0.3713261,0.0,0.0,0.0,0.007232666,0.042999268,-0.0021209717,0.029366666,0.0,0.03954662,0.002209013,8.22635,8.250878,0.8704058631928218,0.13277928851321674,0.2,0.2,0.14433433134627172,0.04329224333333334,0.075,0.075
34,9,2,-0.86560386,0.0,0.0,0.0,0.0028076172,0.03857422,-0.004425049,0.024633333,0.0,0.03951802,0.0021824779,0.933581,0.933298,0.7476239998890958,0.020320556053426617,0.2,0.2,0.1516126738356692,0.025690769999999998,0.075,0.075
35,9,2,0.7167306,0.0,0.0,0.0,0.0031585693,0.03892517,0.00035095215,0.024433333,0.0,0.039501082,0.00215334,8.431217,8.3734,0.8621336177395209,0.1351812611820279,0.2,0.2,0.15194447655749307,0.025007880000000007,0.075,0.075
36,9,2,-0.3613121,0.0,0.0,0.0,0.0010375977,0.0368042,-0.0021209717,0.028933333,0.0,0.039426167,0.0021689842,3.568853,3.56006,0.7973031901982666,0.06855045003973409,0.2,0.2,0.14496062015853256,0.03379212,0.075,0.075
37,9,2,0.42488348,0.0,0.0,0.0,0.00050354004,0.03627014,-0.0005340576,0.0227,0.0,0.03934087,0.0021998342,7.6020045,7.5834846,0.8667544283080625,0.1252759756530679,0.2,0.2,0.1549222893216614,0.036556163333333336,0.075,0.075
38,9,2,0.14816582,0.0,0.0,0.0,0.0026245117,0.038391113,0.0021209717,0.030466666,0.0,0.039315876,0.0021760133,6.275734,6.336574,0.849755543108676,0.10833675274666535,0.19864349365234377,0.2,0.14277529670966685,0.05,0.075,0.075
39,9,2,0.7322755,0.0,0.0,0.0,0.008590698,0.0443573,0.0059661865,0.02638889,0.0,0.039445143,0.0022909832,5.811644,5.882783,0.8426678454829271,0.10205343180009806,0.19182205200195312,0.2,0.14879236168087595,0.05,0.075,0.075
40,10,2,-0.25854313,0.0,0.0,0.0,0.0019226074,0.03768921,-0.006668091,0.031044444,0.0,0.039401244,0.0022787156,1.515449,1.5513691,0.7596673677280064,0.032014831453310286,0.2,0.2,0.14197318627469616,0.03567935,0.075,0.075
41,10,2,-0.48690903,0.0,0.0,0.0,0.0029754639,0.038742065,0.0010528564,0.022755556,0.0,0.039385166,0.0022530505,3.323946,3.362078,0.812814146234053,0.06452754843888056,0.19949111938476563,0.2,0.15482380174374022,0.04397167666666667,0.075,0.075
42,10,2,-0.6276386,0.0,0.0,0.0,1.5258789e-05,0.03578186,-0.002960205,0.022922222,0.0,0.039299376,0.002292848,2.791773,2.7745821,0.8100261944793048,0.05549657555925128,0.2,0.2,0.15452961892005354,0.05,0.075,0.075
43,10,2,-0.44983423,0.0,0.0,0.0,0.0015106201,0.03727722,0.0014953613,0.023977777,0.0,0.03925235,0.0022864332,3.269816,3.248735,0.8156290647038607,0.06362737051282279,0.19929275512695313,0.2,0.1527089390640848,0.05,0.075,0.075
44,10,2,0.33314395,0.0,0.0,0.0,0.0043945312,0.040161133,0.0028839111,0.025733333,0.0,0.039273,0.0022643558,6.71379,6.712536,0.8486150022551289,0.11409180205346288,0.1961761474609375,0.2,0.14982696607406193,0.03852008666666667,0.075,0.075
45,10,2,0.7791425,0.0,0.0,0.0,0.0042266846,0.039993286,-0.00016784668,0.024555556,0.0,0.03928901,0.002241571,11.871513,11.478726,0.9056646441198867,0.1717244426590908,0.19939117431640627,0.2,0.1517414371443897,0.032807590000000005,0.075,0.075
46,10,2,0.4255507,0.0,0.0,0.0,0.01222229,0.04798889,0.0079956055,0.031333335,0.0,0.039478134,0.0025544139,10.066459,9.3427515,0.8762276382723717,0.15338490254427703,0.18728332519531252,0.2,0.1415762605327823,0.043983150000000006,0.075,0.075
